x,y
-0.911,13.288704969000001
-0.91,13.280729000000001
-0.909,13.272753570999999
-0.908,13.264778688
-0.907,13.256804357
-0.906,13.248830584
-0.905,13.240857375000001
-0.904,13.232884736
-0.903,13.224912673
-0.902,13.216941192
-0.901,13.208970299
-0.9,13.201
-0.899,13.193030301
-0.898,13.185061208
-0.897,13.177092727
-0.896,13.169124864
-0.895,13.161157625
-0.894,13.153191016000001
-0.893,13.145225043
-0.892,13.137259712
-0.891,13.129295029
-0.89,13.121331
-0.889,13.113367631
-0.888,13.105404928
-0.887,13.097442897
-0.886,13.089481544
-0.885,13.081520875
-0.884,13.073560896
-0.883,13.065601613
-0.882,13.057643032
-0.881,13.049685159
-0.88,13.041728
-0.879,13.033771561
-0.878,13.025815848
-0.877,13.017860867
-0.876,13.009906624
-0.875,13.001953125
-0.874,12.994000375999999
-0.873,12.986048383
-0.872,12.978097152
-0.871,12.970146689
-0.87,12.962197
-0.869,12.954248091
-0.868,12.946299968
-0.867,12.938352637
-0.866,12.930406104
-0.865,12.922460375
-0.864,12.914515456
-0.863,12.906571353
-0.862,12.898628072
-0.861,12.890685619
-0.86,12.882743999999999
-0.859,12.874803221
-0.858,12.866863288
-0.857,12.858924207000001
-0.856,12.850985984000001
-0.855,12.843048625
-0.854,12.835112136
-0.853,12.827176523
-0.852,12.819241792
-0.851,12.811307949
-0.85,12.803374999999999
-0.849,12.795442951
-0.848,12.787511808000001
-0.847,12.779581576999998
-0.846,12.771652264
-0.845,12.763723875
-0.844,12.755796415999999
-0.843,12.747869893
-0.842,12.739944312
-0.841,12.732019679
-0.84,12.724096
-0.839,12.716173281
-0.838,12.708251527999998
-0.837,12.700330746999999
-0.836,12.692410943999999
-0.835,12.684492125
-0.834,12.676574296
-0.833,12.668657462999999
-0.832,12.660741632
-0.831,12.652826808999999
-0.83,12.644912999999999
-0.829,12.637000211
-0.828,12.629088448
-0.827,12.621177716999998
-0.826,12.613268024
-0.825,12.605359374999999
-0.8240000000000001,12.597451776
-0.823,12.589545233
-0.8220000000000001,12.581639752000001
-0.821,12.573735338999999
-0.8200000000000001,12.565832
-0.819,12.557929740999999
-0.8180000000000001,12.550028568
-0.817,12.542128487
-0.8160000000000001,12.534229504
-0.815,12.526331625
-0.8140000000000001,12.518434856
-0.813,12.510539203
-0.812,12.502644672
-0.8109999999999999,12.494751269
-0.81,12.486859
-0.8089999999999999,12.478967871
-0.808,12.471077888
-0.8069999999999999,12.463189057000001
-0.806,12.455301384
-0.8049999999999999,12.447414875
-0.804,12.439529536
-0.8029999999999999,12.431645372999999
-0.802,12.423762392
-0.8009999999999999,12.415880599
-0.8,12.408000000000001
-0.7989999999999999,12.400120601
-0.798,12.392242408000001
-0.7969999999999999,12.384365426999999
-0.796,12.376489664000001
-0.7949999999999999,12.368615125
-0.794,12.360741816
-0.7929999999999999,12.352869743
-0.792,12.344998912000001
-0.791,12.337129329
-0.79,12.329261
-0.789,12.321393931
-0.788,12.313528128000002
-0.787,12.305663597
-0.786,12.297800344
-0.785,12.289938375
-0.784,12.282077696
-0.783,12.274218313
-0.782,12.266360232
-0.781,12.258503459
-0.78,12.250648
-0.779,12.242793860999999
-0.778,12.234941048
-0.777,12.227089567
-0.776,12.219239424000001
-0.775,12.211390625
-0.774,12.203543176
-0.773,12.195697083
-0.772,12.187852352
-0.771,12.180008989000001
-0.77,12.172167
-0.769,12.164326391
-0.768,12.156487168
-0.767,12.148649337
-0.766,12.140812904
-0.765,12.132977875
-0.764,12.125144256
-0.763,12.117312053
-0.762,12.109481272
-0.761,12.101651919
-0.76,12.093824
-0.759,12.085997521
-0.758,12.078172488
-0.757,12.070348907
-0.756,12.062526784
-0.755,12.054706125
-0.754,12.046886936
-0.753,12.039069223
-0.752,12.031252991999999
-0.751,12.023438249
-0.75,12.015625
-0.749,12.007813251
-0.748,12.000003008
-0.747,11.992194277
-0.746,11.984387064
-0.745,11.976581375
-0.744,11.968777216
-0.743,11.960974593
-0.742,11.953173512
-0.741,11.945373979
-0.74,11.937576
-0.739,11.929779581
-0.738,11.921984728
-0.737,11.914191447
-0.736,11.906399744
-0.735,11.898609624999999
-0.734,11.890821096
-0.733,11.883034163
-0.732,11.875248832
-0.731,11.867465109
-0.73,11.859683
-0.729,11.851902511
-0.728,11.844123648
-0.727,11.836346417
-0.726,11.828570824
-0.725,11.820796875
-0.724,11.813024576
-0.723,11.805253933
-0.722,11.797484952
-0.721,11.789717639
-0.72,11.781952
-0.719,11.774188040999999
-0.718,11.766425768
-0.717,11.758665187
-0.716,11.750906304
-0.715,11.743149124999999
-0.714,11.735393656
-0.713,11.727639903
-0.712,11.719887872
-0.7110000000000001,11.712137569000001
-0.71,11.704388999999999
-0.7090000000000001,11.696642171
-0.708,11.688897088
-0.7070000000000001,11.681153757
-0.706,11.673412184
-0.7050000000000001,11.665672375
-0.704,11.657934336
-0.7030000000000001,11.650198073
-0.702,11.642463591999999
-0.7010000000000001,11.634730899000001
-0.7,11.626999999999999
-0.6990000000000001,11.619270901
-0.698,11.611543608
-0.6970000000000001,11.603818127
-0.696,11.596094464
-0.6950000000000001,11.588372625000002
-0.694,11.580652616
-0.6930000000000001,11.572934443000001
-0.692,11.565218112
-0.6910000000000001,11.557503629
-0.69,11.549790999999999
-0.6890000000000001,11.542080231
-0.688,11.534371327999999
-0.687,11.526664297
-0.6859999999999999,11.518959144
-0.685,11.511255875
-0.6839999999999999,11.503554496
-0.683,11.495855013
-0.6819999999999999,11.488157432
-0.681,11.480461759
-0.6799999999999999,11.472767999999999
-0.679,11.465076161
-0.6779999999999999,11.457386247999999
-0.677,11.449698267
-0.6759999999999999,11.442012223999999
-0.675,11.434328125
-0.6739999999999999,11.426645976
-0.673,11.418965783
-0.6719999999999999,11.411287552
-0.671,11.403611289
-0.6699999999999999,11.395937
-0.669,11.388264691
-0.6679999999999999,11.380594368
-0.667,11.372926037
-0.6659999999999999,11.365259704
-0.665,11.357595375
-0.6639999999999999,11.349933056
-0.663,11.342272753
-0.6619999999999999,11.334614471999998
-0.661,11.326958219
-0.6599999999999999,11.319303999999999
-0.659,11.311651821
-0.6579999999999999,11.304001688
-0.657,11.296353607
-0.6559999999999999,11.288707583999999
-0.655,11.281063625000002
-0.6539999999999999,11.273421736
-0.653,11.265781923
-0.6519999999999999,11.258144192
-0.651,11.250508549
-0.6499999999999999,11.242875
-0.649,11.235243551
-0.648,11.227614208
-0.647,11.219986977000001
-0.646,11.212361864
-0.645,11.204738875
-0.644,11.197118016000001
-0.643,11.189499293
-0.642,11.181882712
-0.641,11.174268279
-0.64,11.166656
-0.639,11.159045881
-0.638,11.151437928
-0.637,11.143832147000001
-0.636,11.136228544
-0.635,11.128627125
-0.634,11.121027896000001
-0.633,11.113430863
-0.632,11.105836032
-0.631,11.098243409
-0.63,11.090653
-0.629,11.083064811
-0.628,11.075478848
-0.627,11.067895116999999
-0.626,11.060313623999999
-0.625,11.052734375
-0.624,11.045157375999999
-0.623,11.037582633
-0.622,11.030010152
-0.621,11.022439939
-0.62,11.014872
-0.619,11.007306341
-0.618,10.999742968
-0.617,10.992181887000001
-0.616,10.984623104
-0.615,10.977066624999999
-0.614,10.969512456
-0.613,10.961960603
-0.612,10.954411072
-0.611,10.946863869
-0.61,10.939319
-0.609,10.931776471
-0.608,10.924236288
-0.607,10.916698456999999
-0.606,10.909162984
-0.605,10.901629875
-0.604,10.894099136
-0.603,10.886570772999999
-0.602,10.879044792
-0.601,10.871521199
-0.6,10.864
-0.599,10.856481201000001
-0.598,10.848964808
-0.597,10.841450827
-0.596,10.833939264
-0.595,10.826430125
-0.594,10.818923416
-0.593,10.811419143
-0.592,10.803917312
-0.591,10.796417929
-0.59,10.788921
-0.589,10.781426531
-0.588,10.773934528
-0.587,10.766444997
-0.586,10.758957943999999
-0.585,10.751473375
-0.584,10.743991296
-0.583,10.736511713
-0.5820000000000001,10.729034632000001
-0.581,10.721560059
-0.5800000000000001,10.714088
-0.579,10.706618461
-0.5780000000000001,10.699151448
-0.577,10.691686966999999
-0.5760000000000001,10.684225024
-0.575,10.676765625
-0.5740000000000001,10.669308776000001
-0.573,10.661854482999999
-0.5720000000000001,10.654402752
-0.571,10.646953588999999
-0.5700000000000001,10.639507000000002
-0.569,10.632062991
-0.5680000000000001,10.624621568
-0.567,10.617182737
-0.5660000000000001,10.609746504
-0.565,10.602312874999999
-0.5640000000000001,10.594881856
-0.563,10.587453452999998
-0.562,10.580027672
-0.5609999999999999,10.572604518999999
-0.56,10.565184
-0.5589999999999999,10.557766121
-0.558,10.550350888
-0.5569999999999999,10.542938307
-0.556,10.535528384
-0.5549999999999999,10.528121124999998
-0.554,10.520716536
-0.5529999999999999,10.513314623
-0.552,10.505915392
-0.5509999999999999,10.498518849
-0.55,10.491125
-0.5489999999999999,10.483733851
-0.548,10.476345408
-0.5469999999999999,10.468959676999999
-0.546,10.461576664
-0.5449999999999999,10.454196374999999
-0.544,10.446818816
-0.5429999999999999,10.439443993
-0.542,10.432071912
-0.5409999999999999,10.424702579
-0.54,10.417336
-0.5389999999999999,10.409972180999999
-0.538,10.402611128
-0.5369999999999999,10.395252846999998
-0.536,10.387897344
-0.5349999999999999,10.380544624999999
-0.534,10.373194696
-0.5329999999999999,10.365847562999999
-0.532,10.358503232
-0.5309999999999999,10.351161709
-0.53,10.343823
-0.5289999999999999,10.336487111
-0.528,10.329154048
-0.5269999999999999,10.321823816999999
-0.526,10.314496424
-0.5249999999999999,10.307171875
-0.524,10.299850176
-0.5229999999999999,10.292531333
-0.522,10.285215352
-0.5209999999999999,10.277902239
-0.52,10.270592
-0.519,10.263284641
-0.518,10.255980168
-0.517,10.248678587
-0.516,10.241379904
-0.515,10.234084125
-0.514,10.226791256
-0.513,10.219501303
-0.512,10.212214272
-0.511,10.204930169
-0.51,10.197649
-0.509,10.190370771
-0.508,10.183095488
-0.507,10.175823157
-0.506,10.168553784
-0.505,10.161287375
-0.504,10.154023936
-0.503,10.146763473
-0.502,10.139505992
-0.501,10.132251499
-0.5,10.125
-0.499,10.117751501
-0.498,10.110506008
-0.497,10.103263527
-0.496,10.096024064
-0.495,10.088787625
-0.494,10.081554216
-0.493,10.074323843
-0.492,10.067096511999999
-0.491,10.059872229
-0.49,10.052651000000001
-0.489,10.045432831
-0.488,10.038217728
-0.487,10.031005697
-0.486,10.023796744
-0.485,10.016590875
-0.484,10.009388096
-0.483,10.002188412999999
-0.482,9.994991832
-0.481,9.987798359
-0.48,9.980608
-0.479,9.973420761
-0.478,9.966236647999999
-0.477,9.959055667
-0.476,9.951877824
-0.475,9.944703125
-0.474,9.937531576
-0.473,9.930363183
-0.472,9.923197951999999
-0.471,9.916035889
-0.47,9.908877
-0.469,9.901721291
-0.46799999999999997,9.894568768
-0.46699999999999997,9.887419437
-0.46599999999999997,9.880273304
-0.46499999999999997,9.873130374999999
-0.46399999999999997,9.865990656
-0.46299999999999997,9.858854153
-0.46199999999999997,9.851720872
-0.46099999999999997,9.844590819
-0.45999999999999996,9.837464
-0.45899999999999996,9.830340420999999
-0.45799999999999996,9.823220088
-0.45699999999999996,9.816103006999999
-0.45599999999999996,9.808989184
-0.45499999999999996,9.801878625
-0.45399999999999996,9.794771336
-0.45299999999999996,9.787667322999999
-0.45199999999999996,9.780566592
-0.45099999999999996,9.773469149
-0.44999999999999996,9.766375
-0.44899999999999995,9.759284151
-0.44799999999999995,9.752196608
-0.44699999999999995,9.745112377
-0.44599999999999995,9.738031463999999
-0.44499999999999995,9.730953874999999
-0.44399999999999995,9.723879616
-0.44299999999999995,9.716808693
-0.44199999999999995,9.709741112
-0.44099999999999995,9.702676879
-0.43999999999999995,9.695616
-0.43899999999999995,9.688558481
-0.43799999999999994,9.681504327999999
-0.43699999999999994,9.674453546999999
-0.43599999999999994,9.667406144
-0.43499999999999994,9.660362124999999
-0.43399999999999994,9.653321496
-0.43299999999999994,9.646284263
-0.43199999999999994,9.639250431999999
-0.43099999999999994,9.632220009
-0.42999999999999994,9.625193
-0.42899999999999994,9.618169411
-0.42799999999999994,9.611149248
-0.42699999999999994,9.604132517
-0.42599999999999993,9.597119224
-0.42499999999999993,9.590109374999999
-0.42399999999999993,9.583102976
-0.42300000000000004,9.576100033
-0.42200000000000004,9.569100552
-0.42100000000000004,9.562104539
-0.42000000000000004,9.555112000000001
-0.41900000000000004,9.548122941
-0.41800000000000004,9.541137368000001
-0.41700000000000004,9.534155287
-0.41600000000000004,9.527176704
-0.41500000000000004,9.520201625
-0.41400000000000003,9.513230056000001
-0.41300000000000003,9.506262003
-0.41200000000000003,9.499297472
-0.41100000000000003,9.492336469
-0.41000000000000003,9.485379
-0.40900000000000003,9.478425071
-0.40800000000000003,9.471474688
-0.40700000000000003,9.464527857
-0.406,9.457584584
-0.405,9.450644875
-0.404,9.443708736
-0.403,9.436776173
-0.402,9.429847192
-0.401,9.422921799000001
-0.4,9.416
-0.399,9.409081801
-0.398,9.402167208
-0.397,9.395256227
-0.396,9.388348864000001
-0.395,9.381445124999999
-0.394,9.374545016
-0.393,9.367648543
-0.392,9.360755712
-0.391,9.353866529000001
-0.39,9.346981
-0.389,9.340099131
-0.388,9.333220928
-0.387,9.326346397
-0.386,9.319475544
-0.385,9.312608375
-0.384,9.305744896
-0.383,9.298885113
-0.382,9.292029032
-0.381,9.285176659000001
-0.38,9.278328
-0.379,9.271483061
-0.378,9.264641848
-0.377,9.257804367
-0.376,9.250970624
-0.375,9.244140625
-0.374,9.237314376
-0.373,9.230491883
-0.372,9.223673152
-0.371,9.216858189
-0.37,9.210047
-0.369,9.203239590999999
-0.368,9.196435968
-0.367,9.189636137
-0.366,9.182840104
-0.365,9.176047875
-0.364,9.169259455999999
-0.363,9.162474852999999
-0.362,9.155694072
-0.361,9.148917119
-0.36,9.142144
-0.359,9.135374721
-0.358,9.128609288
-0.357,9.121847707
-0.356,9.115089984
-0.355,9.108336125
-0.354,9.101586136
-0.353,9.094840023
-0.352,9.088097792
-0.351,9.081359449
-0.35,9.074625000000001
-0.349,9.067894451
-0.348,9.061167808
-0.347,9.054445077
-0.346,9.047726264
-0.345,9.041011375
-0.344,9.034300416
-0.34299999999999997,9.027593393
-0.34199999999999997,9.020890311999999
-0.34099999999999997,9.014191179
-0.33999999999999997,9.007496
-0.33899999999999997,9.000804781
-0.33799999999999997,8.994117528
-0.33699999999999997,8.987434247
-0.33599999999999997,8.980754944
-0.33499999999999996,8.974079625
-0.33399999999999996,8.967408296
-0.33299999999999996,8.960740963
-0.33199999999999996,8.954077632
-0.33099999999999996,8.947418309
-0.32999999999999996,8.940763
-0.32899999999999996,8.934111711
-0.32799999999999996,8.927464448
-0.32699999999999996,8.920821217
-0.32599999999999996,8.914182024
-0.32499999999999996,8.907546875
-0.32399999999999995,8.900915776
-0.32299999999999995,8.894288733
-0.32199999999999995,8.887665752
-0.32099999999999995,8.881046839
-0.31999999999999995,8.874431999999999
-0.31899999999999995,8.867821241
-0.31799999999999995,8.861214568
-0.31699999999999995,8.854611987
-0.31599999999999995,8.848013503999999
-0.31499999999999995,8.841419125
-0.31399999999999995,8.834828856
-0.31299999999999994,8.828242702999999
-0.31199999999999994,8.821660672
-0.31099999999999994,8.815082769
-0.30999999999999994,8.808508999999999
-0.30899999999999994,8.801939371
-0.30799999999999994,8.795373888
-0.30699999999999994,8.788812557
-0.30599999999999994,8.782255383999999
-0.30499999999999994,8.775702375
-0.30399999999999994,8.769153536
-0.30299999999999994,8.762608873
-0.30199999999999994,8.756068392
-0.30099999999999993,8.749532099
-0.29999999999999993,8.742999999999999
-0.29899999999999993,8.736472101
-0.29799999999999993,8.729948408
-0.29699999999999993,8.723428927
-0.29600000000000004,8.716913664
-0.29500000000000004,8.710402625
-0.29400000000000004,8.703895816
-0.29300000000000004,8.697393243
-0.29200000000000004,8.690894912000001
-0.29100000000000004,8.684400829
-0.29000000000000004,8.677911
-0.28900000000000003,8.671425431
-0.28800000000000003,8.664944128
-0.28700000000000003,8.658467097
-0.28600000000000003,8.651994344
-0.28500000000000003,8.645525875
-0.28400000000000003,8.639061696
-0.28300000000000003,8.632601813
-0.28200000000000003,8.626146232
-0.281,8.619694959
-0.28,8.613248
-0.279,8.606805361
-0.278,8.600367048
-0.277,8.593933067
-0.276,8.587503424
-0.275,8.581078125
-0.274,8.574657176
-0.273,8.568240583
-0.272,8.561828352
-0.271,8.555420489
-0.27,8.549017
-0.269,8.542617891
-0.268,8.536223168
-0.267,8.529832837
-0.266,8.523446904
-0.265,8.517065375
-0.264,8.510688256
-0.263,8.504315553
-0.262,8.497947272
-0.261,8.491583419
-0.26,8.485224
-0.259,8.478869021
-0.258,8.472518488
-0.257,8.466172407
-0.256,8.459830784
-0.255,8.453493625
-0.254,8.447160936
-0.253,8.440832723
-0.252,8.434508992
-0.251,8.428189749
-0.25,8.421875
-0.249,8.415564751
-0.248,8.409259008
-0.247,8.402957777
-0.246,8.396661064
-0.245,8.390368875
-0.244,8.384081216
-0.243,8.377798093
-0.242,8.371519511999999
-0.241,8.365245479
-0.24,8.358976
-0.239,8.352711080999999
-0.238,8.346450728
-0.237,8.340194947
-0.236,8.333943743999999
-0.235,8.327697125
-0.23399999999999999,8.321455096
-0.23299999999999998,8.315217663
-0.23199999999999998,8.308984832
-0.23099999999999998,8.302756609
-0.22999999999999998,8.296533
-0.22899999999999998,8.290314011
-0.22799999999999998,8.284099648
-0.22699999999999998,8.277889917
-0.22599999999999998,8.271684824
-0.22499999999999998,8.265484375
-0.22399999999999998,8.259288576
-0.22299999999999998,8.253097433
-0.22199999999999998,8.246910952
-0.22099999999999997,8.240729138999999
-0.21999999999999997,8.234552
-0.21899999999999997,8.228379540999999
-0.21799999999999997,8.222211768
-0.21699999999999997,8.216048687
-0.21599999999999997,8.209890304
-0.21499999999999997,8.203736625
-0.21399999999999997,8.197587656
-0.21299999999999997,8.191443403
-0.21199999999999997,8.185303872
-0.21099999999999997,8.179169069
-0.20999999999999996,8.173039
-0.20899999999999996,8.166913671
-0.20799999999999996,8.160793088
-0.20699999999999996,8.154677257
-0.20599999999999996,8.148566184
-0.20499999999999996,8.142459875
-0.20399999999999996,8.136358336
-0.20299999999999996,8.130261573
-0.20199999999999996,8.124169592
-0.20099999999999996,8.118082399
-0.19999999999999996,8.112
-0.19899999999999995,8.105922400999999
-0.19799999999999995,8.099849608
-0.19699999999999995,8.093781627
-0.19599999999999995,8.087718464
-0.19499999999999995,8.081660124999999
-0.19399999999999995,8.075606616
-0.19299999999999995,8.069557943
-0.19199999999999995,8.063514112
-0.19099999999999995,8.057475129
-0.18999999999999995,8.051441
-0.18899999999999995,8.045411731
-0.18799999999999994,8.039387328
-0.18699999999999994,8.033367797
-0.18599999999999994,8.027353144
-0.18499999999999994,8.021343374999999
-0.18399999999999994,8.015338496
-0.18299999999999994,8.009338513
-0.18199999999999994,8.003343432
-0.18099999999999994,7.997353259
-0.17999999999999994,7.991368
-0.17899999999999994,7.985387661
-0.17799999999999994,7.979412247999999
-0.17699999999999994,7.973441767
-0.17599999999999993,7.967476223999999
-0.17499999999999993,7.961515625
-0.17399999999999993,7.955559976
-0.17299999999999993,7.949609282999999
-0.17199999999999993,7.943663551999999
-0.17099999999999993,7.9377227889999995
-0.16999999999999993,7.931787
-0.16899999999999993,7.925856190999999
-0.16799999999999993,7.919930367999999
-0.16700000000000004,7.914009537
-0.16600000000000004,7.908093704000001
-0.16500000000000004,7.902182875
-0.16400000000000003,7.896277056000001
-0.16300000000000003,7.890376253
-0.16200000000000003,7.884480472
-0.16100000000000003,7.878589719
-0.16000000000000003,7.872704000000001
-0.15900000000000003,7.866823321
-0.15800000000000003,7.860947688
-0.15700000000000003,7.8550771070000005
-0.15600000000000003,7.849211584
-0.15500000000000003,7.843351125
-0.15400000000000003,7.837495736
-0.15300000000000002,7.831645423
-0.15200000000000002,7.825800192
-0.15100000000000002,7.8199600490000005
-0.15000000000000002,7.814125
-0.14900000000000002,7.808295051
-0.14800000000000002,7.802470208
-0.14700000000000002,7.796650477
-0.14600000000000002,7.790835864
-0.14500000000000002,7.785026375
-0.14400000000000002,7.779222016
-0.14300000000000002,7.773422793
-0.14200000000000002,7.7676287120000005
-0.14100000000000001,7.761839779
-0.14,7.756056
-0.139,7.750277381
-0.138,7.744503928
-0.137,7.738735647
-0.136,7.732972544
-0.135,7.727214625
-0.134,7.721461896
-0.133,7.715714363
-0.132,7.709972032
-0.131,7.704234909
-0.13,7.698503
-0.129,7.692776311
-0.128,7.687054848
-0.127,7.681338617
-0.126,7.675627624
-0.125,7.669921875
-0.124,7.664221376
-0.123,7.658526133
-0.122,7.652836152
-0.121,7.647151439
-0.12,7.641472
-0.119,7.635797841
-0.118,7.630128968
-0.11699999999999999,7.624465387
-0.11599999999999999,7.618807104
-0.11499999999999999,7.613154125
-0.11399999999999999,7.607506456
-0.11299999999999999,7.601864103
-0.11199999999999999,7.596227072
-0.11099999999999999,7.590595369
-0.10999999999999999,7.584969
-0.10899999999999999,7.579347971
-0.10799999999999998,7.5737322879999995
-0.10699999999999998,7.568121957
-0.10599999999999998,7.562516984
-0.10499999999999998,7.556917375
-0.10399999999999998,7.551323136
-0.10299999999999998,7.545734273
-0.10199999999999998,7.540150792
-0.10099999999999998,7.534572699
-0.09999999999999998,7.529
-0.09899999999999998,7.523432701
-0.09799999999999998,7.517870808
-0.09699999999999998,7.512314327
-0.09599999999999997,7.506763264
-0.09499999999999997,7.501217625
-0.09399999999999997,7.4956774159999995
-0.09299999999999997,7.4901426429999995
-0.09199999999999997,7.484613312
-0.09099999999999997,7.479089429
-0.08999999999999997,7.473571
-0.08899999999999997,7.468058031
-0.08799999999999997,7.4625505279999995
-0.08699999999999997,7.457048497
-0.08599999999999997,7.451551944
-0.08499999999999996,7.446060875
-0.08399999999999996,7.440575296
-0.08299999999999996,7.435095212999999
-0.08199999999999996,7.429620632
-0.08099999999999996,7.424151559
-0.07999999999999996,7.4186879999999995
-0.07899999999999996,7.413229961
-0.07799999999999996,7.407777448
-0.07699999999999996,7.402330467
-0.07599999999999996,7.396889024
-0.07499999999999996,7.391453125
-0.07399999999999995,7.386022776
-0.07299999999999995,7.3805979829999995
-0.07199999999999995,7.375178752
-0.07099999999999995,7.3697650889999995
-0.06999999999999995,7.364357
-0.06899999999999995,7.3589544909999995
-0.06799999999999995,7.353557567999999
-0.06699999999999995,7.348166237
-0.06599999999999995,7.342780503999999
-0.06499999999999995,7.337400375
-0.06399999999999995,7.332025856
-0.06299999999999994,7.326656953
-0.061999999999999944,7.3212936719999995
-0.06099999999999994,7.315936019
-0.05999999999999994,7.3105839999999995
-0.05899999999999994,7.305237621
-0.05799999999999994,7.299896887999999
-0.05699999999999994,7.294561807
-0.05599999999999994,7.289232384
-0.05499999999999994,7.283908625
-0.05399999999999994,7.278590535999999
-0.052999999999999936,7.273278123
-0.051999999999999935,7.267971392
-0.050999999999999934,7.2626703489999995
-0.04999999999999993,7.257375
-0.04899999999999993,7.252085351
-0.04799999999999993,7.246801408
-0.04699999999999993,7.2415231769999995
-0.04599999999999993,7.236250664
-0.04499999999999993,7.230983875
-0.04399999999999993,7.225722815999999
-0.04299999999999993,7.220467492999999
-0.041999999999999926,7.215217912
-0.040999999999999925,7.209974078999999
-0.040000000000000036,7.2047360000000005
-0.039000000000000035,7.199503681
-0.038000000000000034,7.194277128
-0.03700000000000003,7.189056347
-0.03600000000000003,7.183841344
-0.03500000000000003,7.178632125
-0.03400000000000003,7.173428696
-0.03300000000000003,7.168231063
-0.03200000000000003,7.163039232
-0.031000000000000028,7.157853209
-0.030000000000000027,7.152673
-0.029000000000000026,7.1474986110000005
-0.028000000000000025,7.142330048
-0.027000000000000024,7.137167317
-0.026000000000000023,7.132010424
-0.025000000000000022,7.126859375
-0.02400000000000002,7.121714176
-0.02300000000000002,7.1165748330000005
-0.02200000000000002,7.111441352
-0.02100000000000002,7.106313739
-0.020000000000000018,7.101192
-0.019000000000000017,7.096076141
-0.018000000000000016,7.0909661680000005
-0.017000000000000015,7.085862087
-0.016000000000000014,7.080763904
-0.015000000000000013,7.075671625
-0.014000000000000012,7.070585256
-0.013000000000000012,7.065504803
-0.01200000000000001,7.060430272
-0.01100000000000001,7.055361669
-0.010000000000000009,7.050299
-0.009000000000000008,7.045242271
-0.008000000000000007,7.040191488
-0.007000000000000006,7.035146657
-0.006000000000000005,7.030107784
-0.0050000000000000044,7.025074875
-0.0040000000000000036,7.020047936
-0.0030000000000000027,7.015026973
-0.0020000000000000018,7.010011992
-0.0010000000000000009,7.005002999
0.0,7.0
0.001000000000000112,6.995003001
0.0020000000000000018,6.990012008
0.0030000000000001137,6.985027026999999
0.0040000000000000036,6.980048064
0.0050000000000001155,6.975075124999999
0.006000000000000005,6.970108216
0.007000000000000117,6.965147342999999
0.008000000000000007,6.960192512
0.009000000000000119,6.955243728999999
0.010000000000000009,6.950301
0.01100000000000012,6.9453643309999995
0.01200000000000001,6.940433728
0.013000000000000123,6.935509196999999
0.014000000000000012,6.930590744
0.015000000000000124,6.9256783749999995
0.016000000000000014,6.920772096
0.017000000000000126,6.915871912999999
0.018000000000000016,6.9109778319999995
0.019000000000000128,6.906089859
0.020000000000000018,6.901208
0.02100000000000013,6.8963322609999995
0.02200000000000002,6.891462648
0.02300000000000013,6.886599166999999
0.02400000000000002,6.881741824
0.02499999999999991,6.876890625000001
0.026000000000000023,6.872045576
0.026999999999999913,6.867206683
0.028000000000000025,6.8623739519999996
0.028999999999999915,6.8575473890000005
0.030000000000000027,6.852727
0.030999999999999917,6.847912791000001
0.03200000000000003,6.843104768
0.03299999999999992,6.838302937000001
0.03400000000000003,6.833507304
0.03499999999999992,6.828717875000001
